atype,phase_of_flt,state,height,speed,effect,sky,species,birds_struck,month_of_the_year,season
B-737,Take-off run,East North Central,0.0,120.0,Aborted Take-off,Some Cloud,GREAT BLUE HERON,1,September,Fall
B-727,Approach,South Atlantic,700.0,140.0,None,No Cloud,UNKNOWN BIRD - MEDIUM,1,October,Fall
PA-31 NAVAJO,Take-off run,East North Central,0.0,120.0,None,No Cloud,UNKNOWN BIRD - SMALL,1,August,Summer
C-150,Take-off run,Pacific,0.0,65.0,Precautionary Landing,No Cloud,ROCK PIGEON,2-10,August,Summer
FK-100,Climb,West South Central,80.0,150.0,None,No Cloud,UNKNOWN BIRD - SMALL,1,September,Fall
BE-36,Climb,West North Central,200.0,100.0,None,No Cloud,UNKNOWN BIRD - SMALL,1,July,Summer
C-208,Approach,Pacific,100.0,90.0,None,Overcast,DUCKS,1,March,Spring
MD-80,Climb,East South Central,300.0,160.0,None,Overcast,UNKNOWN BIRD - SMALL,1,January,Winter
PA-31 NAVAJO,Approach,Pacific,1300.0,165.0,None,No Cloud,DUCKS,1,May,Spring
BE-100 KING,Take-off run,Middle Atlantic,0.0,100.0,None,Some Cloud,EUROPEAN STARLING,2-10,October,Fall
BE-1900,Approach,East North Central,200.0,125.0,None,Some Cloud,DUCKS,1,October,Fall
PA-32,Approach,West North Central,3.0,60.0,Other,No Cloud,WHITE-TAILED DEER,1,May,Spring
DHC7 DASH 7,Take-off run,South Atlantic,0.0,120.0,None,Overcast,GULLS,2-10,April,Spring
BE-100 KING,Landing Roll,Mountain,0.0,90.0,None,Some Cloud,UNKNOWN BIRD - SMALL,2-10,February,Winter
MD-82,Approach,South Atlantic,3000.0,240.0,None,Some Cloud,UNKNOWN BIRD - SMALL,1,September,Fall
MD-80,Take-off run,Pacific,0.0,120.0,None,No Cloud,UNKNOWN BIRD,1,September,Fall
NAMC YS-11A,En Route,East North Central,2500.0,130.0,None,No Cloud,UNKNOWN BIRD,1,October,Fall
DHC8 DASH 8,Approach,Middle Atlantic,100.0,110.0,None,Overcast,UNKNOWN BIRD - SMALL,1,November,Fall
B-737,Landing Roll,New England,0.0,105.0,None,No Cloud,UNKNOWN BIRD,1,November,Fall
LEARJET-35,Climb,East North Central,50.0,140.0,None,Some Cloud,UNKNOWN BIRD - MEDIUM,1,August,Summer
B-727-100,Climb,New England,480.0,130.0,None,No Cloud,UNKNOWN BIRD,1,October,Fall
C-560,Climb,South Atlantic,50.0,120.0,None,Overcast,UNKNOWN BIRD - SMALL,1,September,Fall
MD-82,Approach,Middle Atlantic,3000.0,215.0,None,No Cloud,UNKNOWN BIRD,1,October,Fall
DC-10,Approach,Pacific,1500.0,150.0,None,No Cloud,GULLS,1,October,Fall
B-727,Climb,East North Central,50.0,140.0,None,No Cloud,UNKNOWN BIRD - MEDIUM,1,July,Summer
PA-32,Climb,East South Central,1200.0,115.0,Precautionary Landing,No Cloud,UNKNOWN BIRD - LARGE,1,April,Spring
BE-90  KING,Approach,Pacific,300.0,135.0,None,Overcast,ROCK PIGEON,2-10,August,Summer
MD-83,Climb,East South Central,50.0,140.0,None,Some Cloud,UNKNOWN BIRD - SMALL,1,April,Spring
B-727-200,Approach,Middle Atlantic,200.0,140.0,None,Some Cloud,EUROPEAN STARLING,11-100,July,Summer
C-402,En Route,Unknown,1200.0,160.0,None,Overcast,GULLS,1,August,Summer
MD-80,Climb,East South Central,20.0,160.0,None,Some Cloud,BLACKBIRDS,1,May,Spring
B-737,Descent,West South Central,3950.0,210.0,None,Some Cloud,UNKNOWN BIRD - MEDIUM,1,May,Spring
B-737,Take-off run,West South Central,0.0,120.0,None,No Cloud,UNKNOWN BIRD,1,February,Winter
SAAB-340,Landing Roll,Middle Atlantic,0.0,80.0,None,Some Cloud,MOURNING DOVE,1,August,Summer
EMB-120,Climb,South Atlantic,4000.0,200.0,Precautionary Landing,No Cloud,UNKNOWN BIRD - MEDIUM,1,April,Spring
SAAB-340,Take-off run,West North Central,0.0,100.0,None,No Cloud,GULLS,1,August,Summer
B-737-400,Approach,Mountain,6000.0,160.0,None,No Cloud,UNKNOWN BIRD - MEDIUM,1,September,Fall
C-152,Landing Roll,South Atlantic,0.0,105.0,None,Some Cloud,UNKNOWN BIRD - SMALL,1,October,Fall
BE-35,Approach,Middle Atlantic,3900.0,125.0,Precautionary Landing,Overcast,UNKNOWN BIRD - MEDIUM,1,December,Winter
SA226 TC,Take-off run,West North Central,0.0,90.0,Aborted Take-off,Some Cloud,GULLS,1,September,Fall
DC-9-30,Take-off run,West North Central,0.0,120.0,None,Overcast,CANADA GOOSE,2-10,September,Fall
MD-82,Approach,South Atlantic,800.0,132.0,None,Some Cloud,UNKNOWN BIRD - SMALL,1,September,Fall
B-737-300,Take-off run,West South Central,0.0,150.0,Other,No Cloud,UNKNOWN BIRD - SMALL,2-10,January,Winter
MD-80,Approach,Mountain,300.0,135.0,None,No Cloud,DUCKS,1,January,Winter
C-425,Approach,East South Central,1000.0,150.0,None,No Cloud,UNKNOWN BIRD,1,June,Summer
A-300,Approach,West South Central,3000.0,250.0,None,No Cloud,UNKNOWN BIRD - SMALL,1,September,Fall
B-727,Descent,West North Central,5500.0,250.0,None,Some Cloud,GEESE,1,March,Spring
B-727,Climb,New England,50.0,150.0,None,Some Cloud,UNKNOWN BIRD - SMALL,1,July,Summer
DC-9-80,Approach,East South Central,50.0,132.0,None,No Cloud,UNKNOWN BIRD - SMALL,1,April,Spring
LEARJET-24,Take-off run,South Atlantic,0.0,120.0,None,Some Cloud,GULLS,2-10,April,Spring
MD-88,Landing Roll,South Atlantic,0.0,120.0,None,Some Cloud,SWALLOWS,2-10,August,Summer
MD-88,Landing Roll,East South Central,0.0,105.0,None,No Cloud,UNKNOWN BIRD - SMALL,1,July,Summer
BE-200 KING,Take-off run,East South Central,0.0,120.0,None,Overcast,MOURNING DOVE,1,July,Summer
DC-10-10,Take-off run,East North Central,0.0,159.0,Engine Shut Down,No Cloud,AMERICAN CROW,2-10,December,Winter
MU2,Climb,Pacific,20.0,100.0,None,Some Cloud,SPARROWS,2-10,August,Summer
B-737-300,Approach,West South Central,2000.0,250.0,None,Some Cloud,UNKNOWN BIRD - SMALL,1,May,Spring
ATR-72,Landing Roll,West South Central,0.0,105.0,None,No Cloud,UNKNOWN BIRD,1,October,Fall
DC-9,Climb,West North Central,1000.0,230.0,None,Some Cloud,UNKNOWN BIRD - SMALL,1,June,Summer
C-172,Take-off run,South Atlantic,0.0,120.0,Other,No Cloud,WHITE-TAILED DEER,2-10,December,Winter
BA-31 JETSTR,Approach,East North Central,3800.0,230.0,None,No Cloud,DUCKS,1,October,Fall
LEARJET-35,Approach,East North Central,50.0,130.0,None,Overcast,GULLS,2-10,November,Fall
L-1011,Approach,South Atlantic,1250.0,160.0,None,Some Cloud,UNKNOWN BIRD - MEDIUM,1,August,Summer
MD-82,Approach,East North Central,800.0,120.0,None,No Cloud,UNKNOWN BIRD - SMALL,1,November,Fall
FK-100,Approach,West North Central,800.0,150.0,None,Some Cloud,UNKNOWN BIRD - MEDIUM,1,February,Winter
DHC7 DASH 7,Landing Roll,South Atlantic,0.0,105.0,None,No Cloud,EUROPEAN STARLING,1,June,Summer
BA-31 JETSTR,Landing Roll,South Atlantic,0.0,100.0,None,No Cloud,CANADA GOOSE,2-10,July,Summer
B-727,Take-off run,Pacific,0.0,120.0,None,Some Cloud,UNKNOWN BIRD,1,July,Summer
C-500,Landing Roll,East South Central,0.0,18.0,None,Some Cloud,"PIGEONS, DOVES",2-10,July,Summer
DC-9-30,Climb,South Atlantic,50.0,150.0,None,Overcast,GULLS,2-10,August,Summer
B-727,Climb,East South Central,1700.0,200.0,None,Overcast,UNKNOWN BIRD - SMALL,1,September,Fall
B-737-200,Climb,Middle Atlantic,100.0,160.0,None,Some Cloud,GULLS,1,May,Spring
B-737,Approach,East North Central,200.0,140.0,None,Some Cloud,UNKNOWN BIRD - SMALL,1,August,Summer
B-757-200,Approach,Pacific,100.0,140.0,None,No Cloud,GULLS,1,June,Summer
BE-33,Approach,New England,300.0,135.0,None,Overcast,GULLS,2-10,September,Fall
DC-10,Approach,Mountain,300.0,135.0,None,No Cloud,CANADA GOOSE,2-10,January,Winter
DC-9,Take-off run,West North Central,0.0,120.0,None,Some Cloud,UNKNOWN BIRD - MEDIUM,2-10,July,Summer
MERLIN III,Taxi,East North Central,0.0,10.0,None,Some Cloud,GULLS,1,September,Fall
C-172,Take-off run,Mountain,0.0,55.0,None,Overcast,SPARROWS,1,March,Spring
B-737-300,Landing Roll,Pacific,0.0,100.0,None,Some Cloud,CHESTNUT MANNIKIN,1,February,Winter
MD-88,Approach,South Atlantic,400.0,131.0,None,Some Cloud,UNKNOWN BIRD - MEDIUM,1,August,Summer
DHC8 DASH 8,Take-off run,South Atlantic,0.0,110.0,None,No Cloud,GULLS,2-10,October,Fall
B-747-1/200,Landing Roll,Pacific,0.0,135.0,Other,No Cloud,GULLS,1,August,Summer
BE-36,En Route,South Atlantic,7500.0,170.0,None,No Cloud,"DUCKS, GEESE, SWANS",1,May,Spring
MD-82,Approach,West North Central,100.0,140.0,None,Some Cloud,UNKNOWN BIRD - SMALL,1,September,Fall
B-737-400,Climb,New England,1000.0,180.0,None,No Cloud,UNKNOWN BIRD - SMALL,1,July,Summer
B-757-200,Climb,Middle Atlantic,10.0,135.0,None,No Cloud,GULLS,1,June,Summer
B-737,Take-off run,East South Central,0.0,140.0,None,Some Cloud,UNKNOWN BIRD,1,July,Summer
B-737,Climb,South Atlantic,100.0,120.0,None,Some Cloud,EUROPEAN STARLING,1,March,Spring
ATR-42,Take-off run,Middle Atlantic,0.0,120.0,None,Some Cloud,CROWS,1,July,Summer
C-172,En Route,Unknown,3000.0,110.0,None,No Cloud,UNKNOWN BIRD,1,September,Fall
DHC8 DASH 8,Landing Roll,South Atlantic,0.0,105.0,None,Some Cloud,HAWKS,1,September,Fall
B-727,Landing Roll,Pacific,0.0,130.0,None,No Cloud,HAWKS,1,September,Fall
MD-88,Take-off run,East South Central,0.0,120.0,None,Some Cloud,EUROPEAN STARLING,2-10,September,Fall
MD-88,Approach,South Atlantic,300.0,140.0,None,Some Cloud,UNKNOWN BIRD - SMALL,1,July,Summer
CL-600,Take-off run,Middle Atlantic,0.0,120.0,Precautionary Landing,Some Cloud,CANADA GOOSE,1,October,Fall
B-737,Take-off run,West South Central,0.0,120.0,None,No Cloud,UNKNOWN BIRD,1,October,Fall
B-737-200,Landing Roll,West South Central,0.0,135.0,None,No Cloud,CATTLE EGRET,1,October,Fall
B-737-300,Landing Roll,South Atlantic,0.0,100.0,None,Some Cloud,UNKNOWN BIRD - SMALL,1,June,Summer
DC-9-30,Landing Roll,South Atlantic,0.0,105.0,None,Some Cloud,GULLS,2-10,November,Fall
B-767-200,Climb,New England,10.0,140.0,None,Some Cloud,UNKNOWN BIRD - MEDIUM,1,November,Fall
B-767-200,Climb,East North Central,7500.0,250.0,None,No Cloud,UNKNOWN BIRD,1,September,Fall
BE-90  KING,Approach,East South Central,200.0,120.0,None,Some Cloud,UNKNOWN BIRD - SMALL,1,July,Summer
C-210 CENTUR,En Route,New England,3000.0,150.0,Precautionary Landing,Some Cloud,BALD EAGLE,1,April,Spring
A-300,Take-off run,Middle Atlantic,0.0,110.0,Precautionary Landing,No Cloud,HERRING GULL,2-10,January,Winter
DC-9,Take-off run,Middle Atlantic,0.0,120.0,Precautionary Landing,No Cloud,WHITE-TAILED DEER,1,November,Fall
PA-44 SEMINOLE,Approach,South Atlantic,800.0,110.0,Precautionary Landing,Some Cloud,TURKEY VULTURE,1,September,Fall
FK-28-1000,Climb,Middle Atlantic,2800.0,200.0,None,No Cloud,GULLS,1,October,Fall
BA-31 JETSTR,Landing Roll,West South Central,0.0,100.0,None,No Cloud,"PIGEONS, DOVES",2-10,July,Summer
A-300,Descent,Unknown,10000.0,280.0,None,Some Cloud,UNKNOWN BIRD - MEDIUM,1,March,Spring
B-737-300,Approach,Pacific,100.0,125.0,Other,Some Cloud,ROCK PIGEON,1,October,Fall
FK-28-1000,Approach,West South Central,300.0,140.0,None,No Cloud,RED-TAILED HAWK,1,March,Spring
MD-80,Descent,Middle Atlantic,50.0,130.0,None,No Cloud,UNKNOWN BIRD - SMALL,2-10,August,Summer
MD-88,Take-off run,West South Central,0.0,120.0,None,No Cloud,BLACKBIRDS,1,April,Spring
EMB-120,Climb,Pacific,100.0,150.0,None,Some Cloud,UNKNOWN BIRD - SMALL,1,March,Spring
FK-100,Climb,East South Central,600.0,200.0,None,No Cloud,UNKNOWN BIRD - SMALL,1,September,Fall
SHORTS 330,Approach,South Atlantic,2000.0,170.0,None,No Cloud,UNKNOWN BIRD - MEDIUM,1,September,Fall
B-747-1/200,Climb,West North Central,10.0,160.0,None,Some Cloud,SWALLOWS,1,July,Summer
PA-34 SENECA,Landing Roll,East North Central,0.0,105.0,None,Overcast,BLACKBIRDS,1,July,Summer
C-560,Take-off run,South Atlantic,0.0,120.0,Precautionary Landing,Some Cloud,UNKNOWN BIRD - MEDIUM,1,April,Spring
C-172,En Route,New England,1300.0,110.0,None,No Cloud,UNKNOWN BIRD,1,August,Summer
GRUMAMER AA5,Take-off run,New England,0.0,50.0,None,Some Cloud,ROCK PIGEON,1,September,Fall
B-727,Take-off run,Mountain,0.0,120.0,None,Some Cloud,UNKNOWN BIRD,1,July,Summer
B-757-200,Climb,West South Central,10.0,140.0,None,No Cloud,UNKNOWN BIRD - SMALL,1,May,Spring
DC-10,Approach,Pacific,10.0,133.0,None,No Cloud,ROCK PIGEON,1,June,Summer
LEARJET-35,Approach,Pacific,50.0,115.0,None,No Cloud,UNKNOWN BIRD - SMALL,2-10,February,Winter
SAAB-340,Take-off run,East South Central,0.0,120.0,Aborted Take-off,No Cloud,DOMESTIC DOG,1,November,Fall
PA-60 600,Take-off run,East North Central,0.0,120.0,None,Some Cloud,CANADA GOOSE,1,June,Summer
PA-38 TOMAHAWK,Take-off run,South Atlantic,0.0,120.0,None,Some Cloud,GULLS,1,June,Summer
MD-80,Climb,Pacific,100.0,165.0,None,No Cloud,UNKNOWN BIRD - SMALL,1,May,Spring
DC-9-10,Climb,South Atlantic,20.0,145.0,None,No Cloud,UNKNOWN BIRD - MEDIUM,2-10,May,Spring
MD-80,Take-off run,East South Central,0.0,150.0,None,No Cloud,HAWKS,1,March,Spring
B-757-200,Taxi,South Atlantic,0.0,135.0,None,Overcast,GULLS,1,February,Winter
MD-80,Climb,South Atlantic,500.0,180.0,None,Some Cloud,UNKNOWN BIRD - SMALL,1,October,Fall
DC-9,Take-off run,Middle Atlantic,0.0,100.0,None,Overcast,UNKNOWN BIRD - SMALL,1,June,Summer
EMB-120,Climb,South Atlantic,600.0,190.0,None,Some Cloud,UNKNOWN BIRD - SMALL,1,January,Winter
B-727,Landing Roll,Middle Atlantic,0.0,130.0,None,No Cloud,GULLS,1,July,Summer
DC-9-50,Landing Roll,Pacific,0.0,95.0,None,Some Cloud,ZEBRA DOVE,1,May,Spring
B-737-300,Climb,East North Central,200.0,150.0,Precautionary Landing,Some Cloud,CANADA GOOSE,1,April,Spring
BA-31 JETSTR,Take-off run,Pacific,0.0,104.0,None,No Cloud,SWALLOWS,1,July,Summer
MD-82,Approach,West South Central,400.0,140.0,None,Overcast,UNKNOWN BIRD - MEDIUM,1,November,Fall
B-727-200,Approach,West South Central,2000.0,180.0,None,Some Cloud,UNKNOWN BIRD - SMALL,1,April,Spring
BA-31 JETSTR,Descent,East North Central,4000.0,210.0,None,Overcast,UNKNOWN BIRD - MEDIUM,1,October,Fall
EMB-120,Climb,West South Central,2900.0,180.0,None,Some Cloud,UNKNOWN BIRD - LARGE,1,December,Winter
IAI-1124,Take-off run,West South Central,0.0,120.0,None,No Cloud,UNKNOWN BIRD - SMALL,1,March,Spring
B-737-200,Approach,East North Central,5000.0,180.0,None,No Cloud,UNKNOWN BIRD - SMALL,1,September,Fall
B-737-300,Climb,Pacific,50.0,150.0,None,No Cloud,DUCKS,1,April,Spring
BA-31 JETSTR,Approach,West South Central,300.0,120.0,None,No Cloud,UNKNOWN BIRD,1,April,Spring
UNKNOWN,Landing Roll,West South Central,0.0,105.0,Other,No Cloud,WHITE-TAILED DEER,1,October,Fall
B-737-300,Take-off run,Middle Atlantic,0.0,145.0,Precautionary Landing,No Cloud,DUCKS,1,October,Fall
B-737-400,Descent,South Atlantic,4000.0,210.0,None,Some Cloud,UNKNOWN BIRD - SMALL,1,November,Fall
B-737-300,Approach,Mountain,8000.0,190.0,None,No Cloud,CANADA GOOSE,1,June,Summer
FK-28-1000,Take-off run,South Atlantic,0.0,110.0,Aborted Take-off,Some Cloud,GULLS,1,June,Summer
A-320,Landing Roll,South Atlantic,0.0,120.0,None,Overcast,VULTURES,2-10,January,Winter
BA-31 JETSTR,Descent,South Atlantic,7000.0,230.0,None,No Cloud,UNKNOWN BIRD - SMALL,1,September,Fall
BA-31 JETSTR,Take-off run,Middle Atlantic,0.0,110.0,None,Overcast,SANDPIPERS,1,September,Fall
B-737-300,Take-off run,East North Central,0.0,120.0,None,Some Cloud,UNKNOWN BIRD - SMALL,1,May,Spring
B-737-100,Take-off run,South Atlantic,0.0,95.0,None,Some Cloud,GULLS,2-10,July,Summer
DHC5,Landing Roll,Middle Atlantic,0.0,118.0,None,Overcast,CANADA GOOSE,2-10,May,Spring
BA-41 JETSTR,Landing Roll,New England,0.0,105.0,None,Some Cloud,UNKNOWN BIRD - SMALL,1,July,Summer
C-172,Approach,South Atlantic,300.0,90.0,None,Some Cloud,UNKNOWN BIRD - MEDIUM,1,July,Summer
B-737-300,Take-off run,South Atlantic,0.0,95.0,Aborted Take-off,Some Cloud,EGRETS,2-10,January,Winter
MD-80,Approach,South Atlantic,200.0,130.0,None,Some Cloud,UNKNOWN BIRD - SMALL,2-10,August,Summer
B-727,En Route,East South Central,8000.0,230.0,None,No Cloud,UNKNOWN BIRD,1,October,Fall
FK-100,Approach,Middle Atlantic,10.0,131.0,None,Some Cloud,UNKNOWN BIRD - MEDIUM,1,August,Summer
MD-80,Approach,West South Central,300.0,145.0,None,No Cloud,UNKNOWN BIRD - SMALL,1,March,Spring
B-737-300,Landing Roll,Pacific,0.0,60.0,None,No Cloud,HAWKS,1,March,Spring
C-150,Climb,East North Central,100.0,75.0,Precautionary Landing,Overcast,GULLS,1,March,Spring
C-152,Climb,South Atlantic,50.0,65.0,Precautionary Landing,No Cloud,RED-TAILED HAWK,1,December,Winter
B-747,Climb,New England,50.0,164.0,Precautionary Landing,No Cloud,GULLS,1,July,Summer
ATR-42,Approach,East South Central,40.0,120.0,None,Overcast,UNKNOWN BIRD - MEDIUM,1,March,Spring
DC-9,Landing Roll,South Atlantic,0.0,120.0,None,No Cloud,UNKNOWN BIRD - LARGE,1,December,Winter
B-737-300,Climb,Middle Atlantic,100.0,160.0,None,Some Cloud,BLACKBIRDS,2-10,August,Summer
B-737-200,Take-off run,West South Central,0.0,120.0,None,No Cloud,DOVES,1,August,Summer
C-421,Take-off run,South Atlantic,0.0,120.0,None,Overcast,GULLS,1,March,Spring
C-185 SKYWAG,En Route,South Atlantic,2500.0,140.0,None,No Cloud,UNKNOWN BIRD - MEDIUM,1,September,Fall
B-737,Descent,South Atlantic,3400.0,220.0,None,Overcast,UNKNOWN BIRD - MEDIUM,1,September,Fall
PA-28,Climb,Mountain,200.0,150.0,None,No Cloud,UNKNOWN BIRD - MEDIUM,1,September,Fall
CITATION II,Climb,South Atlantic,400.0,190.0,None,Overcast,TURKEY VULTURE,1,January,Winter
B-737,Take-off run,Mountain,0.0,120.0,None,No Cloud,UNKNOWN BIRD,1,June,Summer
B-727-200,Approach,West South Central,800.0,160.0,None,No Cloud,HAWKS,1,July,Summer
B-727,Approach,South Atlantic,150.0,130.0,None,No Cloud,BLACKBIRDS,2-10,September,Fall
MD-80,Approach,East South Central,200.0,140.0,None,Overcast,BLACKBIRDS,1,May,Spring
B-757-200,Approach,Unknown,300.0,135.0,None,Some Cloud,UNKNOWN BIRD - SMALL,1,August,Summer
B-737-300,Landing Roll,Unknown,0.0,130.0,None,No Cloud,UNKNOWN BIRD - MEDIUM,1,September,Fall
B-737-200,Approach,Middle Atlantic,50.0,130.0,None,No Cloud,GULLS,1,November,Fall
BE-35,Landing Roll,East North Central,0.0,105.0,None,Some Cloud,WHITE-TAILED DEER,1,March,Spring
BE-90  KING,Climb,Middle Atlantic,5.0,100.0,None,Overcast,GULLS,2-10,March,Spring
B-757-200,Approach,South Atlantic,3500.0,230.0,None,No Cloud,UNKNOWN BIRD - MEDIUM,1,August,Summer
A-320,Approach,Pacific,300.0,135.0,None,No Cloud,UNKNOWN BIRD,1,October,Fall
B-727,Landing Roll,West South Central,0.0,100.0,None,No Cloud,MOURNING DOVE,1,June,Summer
ATR-42,Take-off run,Middle Atlantic,0.0,120.0,None,No Cloud,"PIGEONS, DOVES",1,June,Summer
PA-28,Landing Roll,South Atlantic,0.0,105.0,None,Some Cloud,UNKNOWN BIRD,1,August,Summer
DC-9,Approach,Middle Atlantic,30.0,132.0,None,No Cloud,GULLS,1,September,Fall
B-727-200,Climb,Middle Atlantic,45.0,150.0,None,Some Cloud,GULLS,1,September,Fall
C-172,Approach,East North Central,1900.0,105.0,Precautionary Landing,Some Cloud,CANADA GOOSE,1,December,Winter
ATR-42,Take-off run,Pacific,0.0,120.0,None,No Cloud,UNKNOWN BIRD - SMALL,1,March,Spring
B-737-300,Landing Roll,Pacific,0.0,115.0,None,Overcast,RING-NECKED PHEASANT,2-10,December,Winter
C-177,Take-off run,South Atlantic,0.0,120.0,Precautionary Landing,No Cloud,UNKNOWN BIRD - LARGE,1,March,Spring
BA-31 JETSTR,Approach,Pacific,10.0,105.0,None,Some Cloud,UNKNOWN BIRD - SMALL,1,March,Spring
B-727,Landing Roll,South Atlantic,0.0,120.0,None,No Cloud,HAWKS,1,September,Fall
B-737-500,Take-off run,East South Central,0.0,130.0,None,No Cloud,UNKNOWN BIRD - SMALL,2-10,July,Summer
FK-100,Climb,West North Central,50.0,130.0,None,Some Cloud,EUROPEAN STARLING,1,September,Fall
B-757-200,Climb,Pacific,2000.0,180.0,None,No Cloud,UNKNOWN BIRD - MEDIUM,1,January,Winter
B-737-300,Landing Roll,Pacific,0.0,90.0,Engine Shut Down,Overcast,CANADA GOOSE,1,March,Spring
B-727,Climb,East South Central,6300.0,120.0,None,Some Cloud,UNKNOWN BIRD - MEDIUM,1,May,Spring
BE-1900,Climb,West North Central,6500.0,200.0,Precautionary Landing,No Cloud,UNKNOWN BIRD - SMALL,1,October,Fall
B-737-300,Landing Roll,West North Central,0.0,105.0,None,Overcast,GULLS,2-10,September,Fall
MD-88,Take-off run,East South Central,0.0,125.0,Aborted Take-off,Some Cloud,UNKNOWN BIRD - SMALL,1,June,Summer
B-727,Landing Roll,South Atlantic,0.0,100.0,None,Overcast,CROWS,1,July,Summer
B-727,Landing Roll,West North Central,0.0,127.0,None,Some Cloud,UNKNOWN BIRD - MEDIUM,1,June,Summer
FK-100,Take-off run,East North Central,0.0,121.0,None,Some Cloud,UNKNOWN BIRD - MEDIUM,2-10,August,Summer
B-737-300,Approach,Pacific,1275.0,180.0,None,Overcast,DUCKS,1,January,Winter
MD-82,Approach,West South Central,400.0,150.0,None,No Cloud,BLACKBIRDS,1,September,Fall
MD-82,Approach,South Atlantic,300.0,140.0,None,Overcast,UNKNOWN BIRD - MEDIUM,1,August,Summer
DC-9-30,Approach,South Atlantic,10.0,130.0,None,Some Cloud,GREAT BLUE HERON,1,February,Winter
FOKKER-F27,Landing Roll,Middle Atlantic,0.0,105.0,None,No Cloud,MALLARD,1,April,Spring
DC-8-70,Descent,Mountain,3000.0,250.0,None,Some Cloud,UNKNOWN BIRD - MEDIUM,1,October,Fall
MD-80,Climb,South Atlantic,25.0,145.0,None,Overcast,UNKNOWN BIRD - MEDIUM,11-100,December,Winter
DA-20 FALCON,Climb,South Atlantic,50.0,150.0,None,No Cloud,UNKNOWN BIRD - MEDIUM,1,December,Winter
RKWL SABRLNR,Take-off run,South Atlantic,0.0,120.0,Precautionary Landing,No Cloud,UNKNOWN BIRD,1,September,Fall
PA-28,Approach,Pacific,5.0,135.0,None,No Cloud,ROCK PIGEON,1,September,Fall
B-737,Approach,Pacific,10.0,135.0,None,No Cloud,AMERICAN ROBIN,1,June,Summer
B-737-400,Climb,South Atlantic,100.0,160.0,Precautionary Landing,Some Cloud,UNKNOWN BIRD - LARGE,1,June,Summer
B-757-200,Landing Roll,Middle Atlantic,0.0,105.0,None,No Cloud,GULLS,2-10,August,Summer
B-737-200,Climb,West North Central,10000.0,250.0,None,Overcast,UNKNOWN BIRD,1,August,Summer
MD-80,Approach,South Atlantic,500.0,130.0,None,No Cloud,GULLS,1,December,Winter
B-737-500,Approach,East South Central,300.0,140.0,None,Some Cloud,UNKNOWN BIRD - SMALL,1,June,Summer
MD-82,Approach,New England,1180.0,145.0,None,Some Cloud,GULLS,1,November,Fall
MD-88,Approach,New England,200.0,120.0,None,No Cloud,UNKNOWN BIRD - SMALL,1,September,Fall
ATR-72,Landing Roll,West South Central,0.0,105.0,None,No Cloud,UNKNOWN BIRD,1,October,Fall
B-737-300,Landing Roll,West North Central,0.0,110.0,None,Some Cloud,UNKNOWN BIRD - LARGE,1,August,Summer
MD-80,Approach,West South Central,100.0,135.0,None,No Cloud,UNKNOWN BIRD,1,November,Fall
MD-88,Landing Roll,New England,0.0,90.0,None,Overcast,OWLS,1,November,Fall
B-727-200,Climb,South Atlantic,2000.0,210.0,None,No Cloud,UNKNOWN BIRD - SMALL,1,August,Summer
